FLIR_ID_Year,FLIR_ID,site,date,year,time,survey_time,photo_type,determined_usage,water,air_temperature_c,humidity,microhabitat_type,distance_from_object_m,meter_marker,marker_number,direction,record_id,latitude.x,longitude.x,latitude.y,longitude.y,observer,FLIR_ID_Date,Notes
FLIR1175_2023,FLIR1175,Phelps Pond,4/6/23,4502,0:54,Night,microhabitat,good,n,16.4,86.3,Tree/Log/Bush (Lower than 1m),1.4,NA,0,NA,554794ea-cfe1-44cb-a611-b31a1752ce96,41.6910429,-80.51261596,41.69108342,-80.51247711,Brandon Hoenig,FLIR1175_2023-04,
FLIR1177_2023,FLIR1177,Phelps Pond,4/6/23,4502,0:55,Night,microhabitat,good,n,16.4,86.3,Dry ground,1.45,NA,0,NA,554794ea-cfe1-44cb-a611-b31a1752ce96,41.69104772,-80.51256584,41.69108342,-80.51247711,Brandon Hoenig,FLIR1177_2023-04,
FLIR1505_2023,FLIR1505,RV Pond,5/22/23,4506,20:48,Night,microhabitat,good,n,21.2,59.6,Wet ground,1.48,NA,1,NA,c009f3e3-9520-4b16-9646-d451b45f56d5,41.6919606,-80.50098578,41.69204755,-80.50094646,Brandon Hoenig,FLIR1505_2023-05,
FLIR1507_2023,FLIR1507,RV Pond,5/22/23,4506,20:48,Night,microhabitat,good,n,21.2,59.6,Dry ground,1.48,NA,1,NA,c009f3e3-9520-4b16-9646-d451b45f56d5,41.69197807,-80.50095376,41.69204755,-80.50094646,Brandon Hoenig,FLIR1507_2023-05,
FLIR1509_2023,FLIR1509,RV Pond,5/22/23,4506,20:49,Night,microhabitat,good,n,21.2,59.6,Emergent Vegetation (Lower than 1m),1.48,NA,3,NA,c009f3e3-9520-4b16-9646-d451b45f56d5,41.69196795,-80.50097025,41.69204755,-80.50094646,Brandon Hoenig,FLIR1509_2023-05,
FLIR1447_2023,FLIR1447,Wood Lab Pond,5/15/23,4506,21:18,Night,microhabitat,good,y,13.9,58.1,Wet ground,1.51,NA,1,NA,7c1c8d74-03d5-47cb-897a-0daf8bf8c1b2,41.56828921,-80.45151711,41.56828818,-80.45147421,Rachel Verdi,FLIR1447_2023-05,
FLIR1449_2023,FLIR1449,Wood Lab Pond,5/15/23,4506,21:18,Night,microhabitat,good,NA,13.9,58.1,Leaf litter,1.49,NA,2,NA,7c1c8d74-03d5-47cb-897a-0daf8bf8c1b2,41.56827626,-80.45146171,41.56828818,-80.45147421,Rachel Verdi,FLIR1449_2023-05,
FLIR1451_2023,FLIR1451,Wood Lab Pond,5/15/23,4506,21:18,Night,microhabitat,good,y,13.9,58.1,Emergent Vegetation (Lower than 1m),1.47,NA,3,NA,7c1c8d74-03d5-47cb-897a-0daf8bf8c1b2,41.56833035,-80.45147595,41.56828818,-80.45147421,Rachel Verdi,FLIR1451_2023-05,
FLIR1453_2023,FLIR1453,Wood Lab Pond,5/15/23,4506,21:19,Night,microhabitat,good,y,13.9,58.1,Water,1.54,NA,4,NA,7c1c8d74-03d5-47cb-897a-0daf8bf8c1b2,41.56828269,-80.45151304,41.56828818,-80.45147421,Rachel Verdi,FLIR1453_2023-05,
FLIR1231_2023,FLIR1231,Admin Pond,4/20/23,4503,22:37,Night,microhabitat,bad,NA,16.6,55.9,Dry ground,1.49,NA,1,NA,16bde16d-4bb2-461a-864c-1606dbf7db2c,41.64203956,-80.42885575,41.64189598,-80.42821057,Brandon Hoenig,FLIR1231_2023-04,
FLIR1233_2023,FLIR1233,Admin Pond,4/20/23,4503,22:38,Night,microhabitat,bad,NA,16.6,55.9,Water,1.46,NA,2,NA,16bde16d-4bb2-461a-864c-1606dbf7db2c,41.64205078,-80.42895252,41.64189598,-80.42821057,Brandon Hoenig,FLIR1233_2023-04,
FLIR1235_2023,FLIR1235,Admin Pond,4/20/23,4503,22:39,Night,microhabitat,bad,NA,16.6,55.9,Emergent Vegetation (Lower than 1m),1.45,NA,3,NA,16bde16d-4bb2-461a-864c-1606dbf7db2c,41.64212318,-80.42896888,41.64189598,-80.42821057,Brandon Hoenig,FLIR1235_2023-04,
FLIR2641_2024,FLIR2641,Tuttle Pond,8/12/24,4551,23:42,Night,whole_site,good,y,20.6,73.5,NA,14,NA,NA,NA,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63875604,-80.49537588,41.63881542,-80.49559588,Rachel Verdi,FLIR2641_2024-08,
FLIR1625_2024,FLIR1625,Wood Lab Pond,6/3/24,4544,22:19,Night,whole_site,good,y,18.7,94.5,NA,35.5,NA,NA,NA,376f2b5b-f490-427d-ba3a-14c0a11575b5,41.56825178,-80.45150103,41.56829843,-80.45158326,Connor Fowler,FLIR1625_2024-06,
FLIR2321_2024,FLIR2321,RV Pond,7/24/24,4549,1:19,Night,whole_site,good,y,20.1,98.8,NA,0,NA,NA,NA,93bbf242-832b-405e-9984-573633f99439,41.6917733,-80.5010406,41.6919018,-80.5012066,Rachel Verdi,FLIR2321_2024-07,
FLIR2323_2024,FLIR2323,RV Pond,7/24/24,4549,1:20,Night,whole_site,good,y,20.1,98.8,NA,0,NA,NA,NA,93bbf242-832b-405e-9984-573633f99439,41.6918542,-80.5010652,41.6919018,-80.5012066,Rachel Verdi,FLIR2323_2024-07,
FLIR2325_2024,FLIR2325,RV Pond,7/24/24,4549,1:20,Night,whole_site,NA,NA,20.1,98.8,NA,7.3,NA,NA,NA,93bbf242-832b-405e-9984-573633f99439,41.6919026,-80.5011016,41.6919018,-80.5012066,Rachel Verdi,FLIR2325_2024-07,Missing
FLIR2117_2024,FLIR2117,Vorisek Pond,7/23/24,4549,23:00,Night,whole_site,good,y,20.8,80.6,NA,0,NA,NA,NA,51233e84-779d-42c9-9a1a-8b69143e2d43,41.7121181,-80.3913233,41.7122383,-80.3917167,Rachel Verdi,FLIR2117_2024-07,
FLIR2119_2024,FLIR2119,Vorisek Pond,7/23/24,4549,23:01,Night,whole_site,good,y,20.8,80.6,NA,23,NA,NA,NA,51233e84-779d-42c9-9a1a-8b69143e2d43,41.7121452,-80.391323,41.7122383,-80.3917167,Rachel Verdi,FLIR2119_2024-07,
FLIR2115_2024,FLIR2115,Tryon-Weber,7/9/24,4548,22:42,Night,whole_site,good,y,0,0,NA,12.4,NA,NA,NA,a6746f7d-c93e-454d-937a-ba198fb202ef,41.5923758,-80.35690749,41.59236375,-80.35693665,Brandon Hoenig,FLIR2115_2024-07,
FLIR1613_2024,FLIR1613,Phelps Pond,5/29/24,4544,23:00,Night,whole_site,good,y,0,0,NA,7.79,NA,NA,NA,fd455512-834c-4560-8553-cdfca8929b0e,41.69089911,-80.51266259,41.69117549,-80.51247433,Brandon Hoenig,FLIR1613_2024-05,
FLIR2017_2024,FLIR2017,Tuttle Pond,7/8/24,4548,22:25,Night,whole_site,bad,NA,0,0,NA,5.34,NA,NA,NA,229965d5-a1a1-432b-a661-6b7b458d3a14,41.63865668,-80.49547486,41.63867565,-80.49539479,Brandon Hoenig,FLIR2017_2024-07,Blurry FLIR image
FLIR1921_2024,FLIR1921,RV Pond,6/11/24,4545,23:57,Night,whole_site,good,y,13.5,83.7,NA,23.6,NA,NA,NA,4c6feec2-a443-45c5-a3c3-1698ffb26d0e,41.69177097,-80.50101011,41.69099023,-80.49999348,Rachel Verdi,FLIR1921_2024-06,
FLIR1923_2024,FLIR1923,RV Pond,6/11/24,4545,23:57,Night,whole_site,good,y,13.5,83.7,NA,14.8,NA,NA,NA,4c6feec2-a443-45c5-a3c3-1698ffb26d0e,41.69178489,-80.500976,41.69099023,-80.49999348,Rachel Verdi,FLIR1923_2024-06,
FLIR1813_2024,FLIR1813,Vorisek Pond,6/10/24,4545,22:42,Night,whole_site,good,y,14.4,79.5,NA,2.24,NA,NA,NA,83982ba9-b24e-4814-bef1-05e15958383a,41.71231401,-80.39136471,41.71266704,-80.39142251,Abby Trauffer,FLIR1813_2024-06,
FLIR1433_2024,FLIR1433,Tryon-Weber,5/28/24,4544,22:35,Night,whole_site,good,y,14.9,84,NA,10,NA,NA,NA,ae497896-fe6e-4cce-912a-8b9cad8cb461,41.59239129,-80.35684086,41.59606247,-80.35282745,Brandon Hoenig,FLIR1433_2024-05,Recheck water
FLIR1223_2024,FLIR1223,Vorisek Pond,5/15/24,4542,22:02,Night,whole_site,good,y,15.1,88.7,NA,0,NA,NA,NA,7f839f56-503d-4432-a627-cdf7814dff13,41.71218273,-80.39137174,41.71229663,-80.39144201,Abby Trauffer,FLIR1223_2024-05,
FLIR1327_2024,FLIR1327,Wood Lab Pond,5/20/24,4543,21:39,Night,whole_site,good,y,73.8,64.5,NA,0,NA,NA,NA,061582e9-c306-4ea7-96b6-5d1554ff19d6,41.56820853,-80.45145553,41.56832957,-80.4515038,Rachel Verdi,FLIR1327_2024-05,
FLIR1009_2024,FLIR1009,Wood Lab Pond,4/13/24,4539,20:56,Night,whole_site,good,n,11.8,64.3,NA,1.37,NA,NA,NA,c6c5207a-49cf-4300-90e9-5e7977709a07,41.64214458,-80.42884316,41.64187508,-80.42887397,Myah Madril,FLIR1009_2024-04,
FLIR0911_2024,FLIR0911,Phelps Pond,3/15/24,4536,22:16,Night,whole_site,good,n,6,73,NA,2.64,NA,NA,NA,bc5d0ffa-4fea-4363-ae31-a601a8365431,41.6908625,-80.51276196,41.69108344,-80.51258634,Myah Madril,FLIR0911_2024-03,Recheck water
FLIR3081_2024,FLIR3081,RV Pond,10/13/24,4557,23:45,Night,whole_site,no image,NA,13.9,85.3,NA,11,NA,NA,NA,ef024efb-1622-4209-9e15-e879c53f158d,41.69180115,-80.50109355,41.69092315,-80.49966161,Rachel Verdi,FLIR3081_2024-10,Missing
FLIR3083_2024,FLIR3083,RV Pond,10/13/24,4557,23:45,Night,whole_site,NA,NA,13.9,85.3,NA,9.65,NA,NA,NA,ef024efb-1622-4209-9e15-e879c53f158d,41.69178314,-80.50106833,41.69092315,-80.49966161,Rachel Verdi,FLIR3083_2024-10,Missing
FLIR2869_2024,FLIR2869,Tuttle Pond,10/12/24,4557,21:04,Night,whole_site,NA,NA,17.9,61.2,NA,17.1,NA,NA,NA,3bbc4faf-5d00-4041-b709-ecbf8e0674ea,41.63858902,-80.49576946,41.63844628,-80.49567626,Rachel Verdi,FLIR2869_2024-10,Missing
FLIR2765_2024,FLIR2765,Tryon-Weber,10/9/24,4557,21:59,Night,whole_site,NA,NA,12.2,63.7,NA,12.4,NA,NA,NA,eb6c59ce-e746-4468-a9d4-74cdc319f882,41.5924669,-80.35688738,41.59276154,-80.35661187,Rachel Verdi,FLIR2765_2024-10,Missing
FLIR2653_2024,FLIR2653,Vorisek Pond,10/8/24,4557,23:33,Night,whole_site,good,y,10.3,72.4,NA,0,NA,NA,NA,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71216709,-80.39137829,41.71215523,-80.3913457,Rachel Verdi,FLIR2653_2024-10,
FLIR2553_2024,FLIR2553,Tuttle Pond,8/12/24,4551,23:13,Night,transect,good,y,20.6,73.5,NA,1.5,0,NA,South,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63874986,-80.49531004,41.63881542,-80.49559588,Rachel Verdi,FLIR2553_2024-08,Recheck water
FLIR2555_2024,FLIR2555,Tuttle Pond,8/12/24,4551,23:14,Night,transect,good,y,20.6,73.5,NA,1.43,0,NA,East,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63876245,-80.49534099,41.63881542,-80.49559588,Rachel Verdi,FLIR2555_2024-08,
FLIR2557_2024,FLIR2557,Tuttle Pond,8/12/24,4551,23:14,Night,transect,bad,NA,20.6,73.5,NA,1.5,0,NA,North,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63878898,-80.49533751,41.63881542,-80.49559588,Rachel Verdi,FLIR2557_2024-08,
FLIR2559_2024,FLIR2559,Tuttle Pond,8/12/24,4551,23:15,Night,transect,bad,NA,20.6,73.5,NA,1.52,0,NA,West,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63877883,-80.4954335,41.63881542,-80.49559588,Rachel Verdi,FLIR2559_2024-08,
FLIR2561_2024,FLIR2561,Tuttle Pond,8/12/24,4551,23:15,Night,transect,good,y,20.6,73.5,NA,1.51,1,NA,South,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63873035,-80.49545888,41.63881542,-80.49559588,Rachel Verdi,FLIR2561_2024-08,
FLIR5263_2024,FLIR5263,Tuttle Pond,8/12/24,4551,23:16,Night,transect,no image,NA,20.6,73.5,NA,1.44,1,NA,East,6c09f3f8-ed45-4879-acb3-675ff3341754,41.6387075,-80.49527896,41.63881542,-80.49559588,Rachel Verdi,FLIR5263_2024-08,
FLIR2565_2024,FLIR2565,Tuttle Pond,8/12/24,4551,23:17,Night,transect,good,y,20.6,73.5,NA,1.49,1,NA,North,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63881283,-80.49539142,41.63881542,-80.49559588,Rachel Verdi,FLIR2565_2024-08,
FLIR2567_2024,FLIR2567,Tuttle Pond,8/12/24,4551,23:17,Night,transect,bad,NA,20.6,73.5,NA,1.48,1,NA,West,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63880158,-80.49543858,41.63881542,-80.49559588,Rachel Verdi,FLIR2567_2024-08,
FLIR2569_2024,FLIR2569,Tuttle Pond,8/12/24,4551,23:18,Night,transect,good,y,20.6,73.5,NA,1.47,2,NA,South,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63872251,-80.49547081,41.63881542,-80.49559588,Rachel Verdi,FLIR2569_2024-08,
FLIR2571_2024,FLIR2571,Tuttle Pond,8/12/24,4551,23:19,Night,transect,good,y,20.6,73.5,NA,1.59,2,NA,East,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63867152,-80.49534111,41.63881542,-80.49559588,Rachel Verdi,FLIR2571_2024-08,
FLIR2573_2024,FLIR2573,Tuttle Pond,8/12/24,4551,23:19,Night,transect,good,y,20.6,73.5,NA,1.55,2,NA,North,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63872607,-80.49530694,41.63881542,-80.49559588,Rachel Verdi,FLIR2573_2024-08,
FLIR2575_2024,FLIR2575,Tuttle Pond,8/12/24,4551,23:19,Night,transect,good,y,20.6,73.5,NA,1.48,2,NA,West,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63880415,-80.49538276,41.63881542,-80.49559588,Rachel Verdi,FLIR2575_2024-08,
FLIR2577_2024,FLIR2577,Tuttle Pond,8/12/24,4551,23:20,Night,transect,good,y,20.6,73.5,NA,1.44,3,NA,South,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63874264,-80.4954923,41.63881542,-80.49559588,Rachel Verdi,FLIR2577_2024-08,
FLIR2579_2024,FLIR2579,Tuttle Pond,8/12/24,4551,23:21,Night,transect,good,y,20.6,73.5,NA,1.42,3,NA,East,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63870401,-80.49539971,41.63881542,-80.49559588,Rachel Verdi,FLIR2579_2024-08,
FLIR2581_2024,FLIR2581,Tuttle Pond,8/12/24,4551,23:21,Night,transect,good,y,20.6,73.5,NA,1.47,3,NA,North,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63875163,-80.49537855,41.63881542,-80.49559588,Rachel Verdi,FLIR2581_2024-08,
FLIR2583_2024,FLIR2583,Tuttle Pond,8/12/24,4551,23:21,Night,transect,good,y,20.6,73.5,NA,1.53,3,NA,West,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63881744,-80.49540944,41.63881542,-80.49559588,Rachel Verdi,FLIR2583_2024-08,
FLIR2585_2024,FLIR2585,Tuttle Pond,8/12/24,4551,23:22,Night,transect,good,y,20.6,73.5,NA,1.51,4,NA,South,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63873786,-80.4954512,41.63881542,-80.49559588,Rachel Verdi,FLIR2585_2024-08,
FLIR2587_2024,FLIR2587,Tuttle Pond,8/12/24,4551,23:23,Night,transect,good,y,20.6,73.5,NA,1.51,4,NA,East,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63872044,-80.49537181,41.63881542,-80.49559588,Rachel Verdi,FLIR2587_2024-08,
FLIR2589_2024,FLIR2589,Tuttle Pond,8/12/24,4551,23:23,Night,transect,good,y,20.6,73.5,NA,1.43,4,NA,North,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63873991,-80.4953768,41.63881542,-80.49559588,Rachel Verdi,FLIR2589_2024-08,
FLIR2591_2024,FLIR2591,Tuttle Pond,8/12/24,4551,23:24,Night,transect,bad,NA,20.6,73.5,NA,1.52,4,NA,West,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63878745,-80.49541751,41.63881542,-80.49559588,Rachel Verdi,FLIR2591_2024-08,
FLIR2593_2024,FLIR2593,Tuttle Pond,8/12/24,4551,23:24,Night,transect,good,y,20.6,73.5,NA,1.39,5,NA,South,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63876552,-80.49543064,41.63881542,-80.49559588,Rachel Verdi,FLIR2593_2024-08,
FLIR2595_2024,FLIR2595,Tuttle Pond,8/12/24,4551,23:25,Night,transect,good,y,20.6,73.5,NA,1.5,5,NA,East,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63869495,-80.49535957,41.63881542,-80.49559588,Rachel Verdi,FLIR2595_2024-08,
FLIR2597_2024,FLIR2597,Tuttle Pond,8/12/24,4551,23:27,Night,transect,good,y,20.6,73.5,NA,1.52,5,NA,North,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63872291,-80.49531259,41.63881542,-80.49559588,Rachel Verdi,FLIR2597_2024-08,
FLIR2599_2024,FLIR2599,Tuttle Pond,8/12/24,4551,23:27,Night,transect,good,y,20.6,73.5,NA,1.44,5,NA,West,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63877229,-80.49543676,41.63881542,-80.49559588,Rachel Verdi,FLIR2599_2024-08,
FLIR2601_2024,FLIR2601,Tuttle Pond,8/12/24,4551,23:28,Night,transect,good,y,20.6,73.5,NA,1.46,6,NA,South,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63870566,-80.49549905,41.63881542,-80.49559588,Rachel Verdi,FLIR2601_2024-08,
FLIR2603_2024,FLIR2603,Tuttle Pond,8/12/24,4551,23:29,Night,transect,good,y,20.6,73.5,NA,1.52,6,NA,East,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63863046,-80.4954248,41.63881542,-80.49559588,Rachel Verdi,FLIR2603_2024-08,
FLIR2605_2024,FLIR2605,Tuttle Pond,8/12/24,4551,23:29,Night,transect,bad,NA,20.6,73.5,NA,1.49,6,NA,North,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63870619,-80.4953681,41.63881542,-80.49559588,Rachel Verdi,FLIR2605_2024-08,
FLIR2607_2024,FLIR2607,Tuttle Pond,8/12/24,4551,23:30,Night,transect,good,y,20.6,73.5,NA,1.48,6,NA,West,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63875742,-80.49541016,41.63881542,-80.49559588,Rachel Verdi,FLIR2607_2024-08,
FLIR2609_2024,FLIR2609,Tuttle Pond,8/12/24,4551,23:30,Night,transect,good,y,20.6,73.5,NA,1.46,7,NA,South,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63871813,-80.49542573,41.63881542,-80.49559588,Rachel Verdi,FLIR2609_2024-08,
FLIR2611_2024,FLIR2611,Tuttle Pond,8/12/24,4551,23:31,Night,transect,good,y,20.6,73.5,NA,1.58,7,NA,East,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63869598,-80.49543466,41.63881542,-80.49559588,Rachel Verdi,FLIR2611_2024-08,
FLIR2613_2024,FLIR2613,Tuttle Pond,8/12/24,4551,23:32,Night,transect,good,y,20.6,73.5,NA,1.53,7,NA,North,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63869904,-80.49541902,41.63881542,-80.49559588,Rachel Verdi,FLIR2613_2024-08,
FLIR2615_2024,FLIR2615,Tuttle Pond,8/12/24,4551,23:32,Night,transect,bad,NA,20.6,73.5,NA,1.46,7,NA,West,6c09f3f8-ed45-4879-acb3-675ff3341754,41.6387845,-80.49542815,41.63881542,-80.49559588,Rachel Verdi,FLIR2615_2024-08,
FLIR2617_2024,FLIR2617,Tuttle Pond,8/12/24,4551,23:33,Night,transect,good,y,20.6,73.5,NA,1.52,8,NA,South,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63869177,-80.49542782,41.63881542,-80.49559588,Rachel Verdi,FLIR2617_2024-08,
FLIR2619_2024,FLIR2619,Tuttle Pond,8/12/24,4551,23:35,Night,transect,good,y,20.6,73.5,NA,1.62,8,NA,East,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63868669,-80.49540643,41.63881542,-80.49559588,Rachel Verdi,FLIR2619_2024-08,
FLIR2621_2024,FLIR2621,Tuttle Pond,8/12/24,4551,23:36,Night,transect,bad,NA,20.6,73.5,NA,1.55,8,NA,North,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63869876,-80.49543251,41.63881542,-80.49559588,Rachel Verdi,FLIR2621_2024-08,
FLIR2623_2024,FLIR2623,Tuttle Pond,8/12/24,4551,23:36,Night,transect,bad,NA,20.6,73.5,NA,1.48,8,NA,West,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63868445,-80.49555749,41.63881542,-80.49559588,Rachel Verdi,FLIR2623_2024-08,
FLIR2625_2024,FLIR2625,Tuttle Pond,8/12/24,4551,23:36,Night,transect,bad,NA,20.6,73.5,NA,1.53,9,NA,South,6c09f3f8-ed45-4879-acb3-675ff3341754,41.6386126,-80.49551281,41.63881542,-80.49559588,Rachel Verdi,FLIR2625_2024-08,
FLIR2627_2024,FLIR2627,Tuttle Pond,8/12/24,4551,23:37,Night,transect,good,y,20.6,73.5,NA,1.57,9,NA,East,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63861494,-80.49538801,41.63881542,-80.49559588,Rachel Verdi,FLIR2627_2024-08,
FLIR2629_2024,FLIR2629,Tuttle Pond,8/12/24,4551,23:37,Night,transect,good,y,20.6,73.5,NA,1.52,9,NA,North,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63867411,-80.49534175,41.63881542,-80.49559588,Rachel Verdi,FLIR2629_2024-08,
FLIR2631_2024,FLIR2631,Tuttle Pond,8/12/24,4551,23:38,Night,transect,good,y,20.6,73.5,NA,1.49,9,NA,West,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63874925,-80.49547269,41.63881542,-80.49559588,Rachel Verdi,FLIR2631_2024-08,
FLIR2633_2024,FLIR2633,Tuttle Pond,8/12/24,4551,23:38,Night,transect,good,y,20.6,73.5,NA,1.46,10,NA,South,6c09f3f8-ed45-4879-acb3-675ff3341754,41.6387094,-80.49546108,41.63881542,-80.49559588,Rachel Verdi,FLIR2633_2024-08,
FLIR2635_2024,FLIR2635,Tuttle Pond,8/12/24,4551,23:39,Night,transect,good,y,20.6,73.5,NA,1.52,10,NA,East,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63863481,-80.49543086,41.63881542,-80.49559588,Rachel Verdi,FLIR2635_2024-08,
FLIR2637_2024,FLIR2637,Tuttle Pond,8/12/24,4551,23:39,Night,transect,good,y,20.6,73.5,NA,1.49,10,NA,North,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63867053,-80.49538926,41.63881542,-80.49559588,Rachel Verdi,FLIR2637_2024-08,
FLIR2639_2024,FLIR2639,Tuttle Pond,8/12/24,4551,23:40,Night,transect,good,y,20.6,73.5,NA,1.49,10,NA,West,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63871275,-80.49544806,41.63881542,-80.49559588,Rachel Verdi,FLIR2639_2024-08,
FLIR1627_2024,FLIR1627,Wood Lab Pond,6/3/24,4544,22:20,Night,transect,good,n,18.7,94.5,NA,1.49,0,NA,North,376f2b5b-f490-427d-ba3a-14c0a11575b5,41.5682915,-80.45152849,41.56829843,-80.45158326,Connor Fowler,FLIR1627_2024-06,
FLIR1629_2024,FLIR1629,Wood Lab Pond,6/3/24,4544,22:20,Night,transect,bad,NA,18.7,94.5,NA,1.68,0,NA,South,376f2b5b-f490-427d-ba3a-14c0a11575b5,41.56836742,-80.45142387,41.56829843,-80.45158326,Connor Fowler,FLIR1629_2024-06,
FLIR1631_2024,FLIR1631,Wood Lab Pond,6/3/24,4544,22:21,Night,transect,good,y,18.7,94.5,NA,1.59,0,NA,East,376f2b5b-f490-427d-ba3a-14c0a11575b5,41.56834538,-80.4515302,41.56829843,-80.45158326,Connor Fowler,FLIR1631_2024-06,
FLIR1633_2024,FLIR1633,Wood Lab Pond,6/3/24,4544,22:21,Night,transect,good,n,18.7,94.5,NA,1.42,0,NA,West,376f2b5b-f490-427d-ba3a-14c0a11575b5,41.56832421,-80.45158119,41.56829843,-80.45158326,Connor Fowler,FLIR1633_2024-06,
FLIR1635_2024,FLIR1635,Wood Lab Pond,6/3/24,4544,22:21,Night,transect,good,n,18.7,94.5,NA,1.43,1,NA,North,376f2b5b-f490-427d-ba3a-14c0a11575b5,41.56831676,-80.45145141,41.56829843,-80.45158326,Connor Fowler,FLIR1635_2024-06,
FLIR1637_2024,FLIR1637,Wood Lab Pond,6/3/24,4544,22:22,Night,transect,good,y,18.7,94.5,NA,1.39,1,NA,South,376f2b5b-f490-427d-ba3a-14c0a11575b5,41.56830402,-80.45151159,41.56829843,-80.45158326,Connor Fowler,FLIR1637_2024-06,
FLIR1639_2024,FLIR1639,Wood Lab Pond,6/3/24,4544,22:22,Night,transect,bad,NA,18.7,94.5,NA,1.6,1,NA,East,376f2b5b-f490-427d-ba3a-14c0a11575b5,41.56831758,-80.45136238,41.56829843,-80.45158326,Connor Fowler,FLIR1639_2024-06,
FLIR1641_2024,FLIR1641,Wood Lab Pond,6/3/24,4544,22:23,Night,transect,bad,NA,18.7,94.5,NA,1.42,1,NA,West,376f2b5b-f490-427d-ba3a-14c0a11575b5,41.56831359,-80.45147966,41.56829843,-80.45158326,Connor Fowler,FLIR1641_2024-06,
FLIR1643_2024,FLIR1643,Wood Lab Pond,6/3/24,4544,22:23,Night,transect,good,n,18.7,94.5,NA,1.41,2,NA,North,376f2b5b-f490-427d-ba3a-14c0a11575b5,41.56833664,-80.45148697,41.56829843,-80.45158326,Connor Fowler,FLIR1643_2024-06,
FLIR1645_2024,FLIR1645,Wood Lab Pond,6/3/24,4544,22:23,Night,transect,good,y,18.7,94.5,NA,1.68,2,NA,South,376f2b5b-f490-427d-ba3a-14c0a11575b5,41.56828861,-80.45153975,41.56829843,-80.45158326,Connor Fowler,FLIR1645_2024-06,
FLIR1647_2024,FLIR1647,Wood Lab Pond,6/3/24,4544,22:24,Night,transect,good,y,18.7,94.5,NA,1.44,2,NA,East,376f2b5b-f490-427d-ba3a-14c0a11575b5,41.56832826,-80.45148852,41.56829843,-80.45158326,Connor Fowler,FLIR1647_2024-06,
FLIR1649_2024,FLIR1649,Wood Lab Pond,6/3/24,4544,22:24,Night,transect,bad,NA,18.7,94.5,NA,1.35,2,NA,West,376f2b5b-f490-427d-ba3a-14c0a11575b5,41.56829443,-80.45141582,41.56829843,-80.45158326,Connor Fowler,FLIR1649_2024-06,
FLIR1651_2024,FLIR1651,Wood Lab Pond,6/3/24,4544,22:24,Night,transect,bad,NA,18.7,94.5,NA,1.39,3,NA,North,376f2b5b-f490-427d-ba3a-14c0a11575b5,41.5682877,-80.45138827,41.56829843,-80.45158326,Connor Fowler,FLIR1651_2024-06,
FLIR1653_2024,FLIR1653,Wood Lab Pond,6/3/24,4544,22:25,Night,transect,good,y,18.7,94.5,NA,1.64,3,NA,South,376f2b5b-f490-427d-ba3a-14c0a11575b5,41.56824787,-80.45138579,41.56829843,-80.45158326,Connor Fowler,FLIR1653_2024-06,
